screenName,user_id,created,text,retweetCount,favoriteCount,lang,source,urls,mentions_screen_name,hashtags,location
realDonaldTrump,25073877,23-08-16,"It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!",11828,38824,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,23-08-16,"Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!",9637,25537,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,23-08-16,"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!",13660,40876,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,23-08-16,"Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP",4261,13252,en,Twitter for iPhone,https://t.co/iwEAiWKgtR,NA,NA,Texas
realDonaldTrump,25073877,23-08-16,"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb",8472,25791,en,Twitter for iPhone,https://t.co/U28HNPtjm9,NA,NA,Austin
realDonaldTrump,25073877,24-08-16,"Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin, Texas. Enjoy! https://t.co/8ZBneb0pGk",5273,19256,en,Twitter for iPhone,NA,seanhannity,NA,Austin
realDonaldTrump,25073877,24-08-16,"Thank you Travis County, Texas!
#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo",7318,22051,en,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain,NA
realDonaldTrump,25073877,24-08-16,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,8599,33849,en,Twitter for iPhone,NA,NA,NA,Miami
realDonaldTrump,25073877,24-08-16,"I will not let the families of The Remembrance Project down! 
#MakeAmericaSafeAgain
https://t.co/EMuSftG6RP
https://t.co/FHPR44WixX",6862,16241,en,Twitter for iPhone,https://t.co/EMuSftG6RP https://t.co/FHPR44WixX,NA,MakeAmericaSafeAgain,NA
realDonaldTrump,25073877,24-08-16,Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,7346,20394,en,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain,NA
realDonaldTrump,25073877,24-08-16,"New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! 
https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274",6033,16898,en,Twitter for iPhone,https://t.co/3KWOl2ibaW,NA,MakeAmericaGreatAgain,Florida
realDonaldTrump,25073877,24-08-16,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1",4873,17252,en,Twitter for iPhone,NA,NA,TrumpPence16,NA
realDonaldTrump,25073877,24-08-16,"Thank you for your support!
#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g",6493,18725,en,Twitter for iPhone,NA,NA,AmericaFirst ImWithYou,NA
realDonaldTrump,25073877,25-08-16,"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",4350,16847,en,Twitter for iPhone,NA,FoxNews,Hannity BuildTheWall,Jackson
realDonaldTrump,25073877,25-08-16,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,7544,26569,en,Twitter for iPhone,NA,mike_pence,NA,NA
realDonaldTrump,25073877,25-08-16,Thoughts and prayers to the great people of Indiana. You will prevail!,7675,26197,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,25-08-16,"""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ""",5046,12969,en,Twitter for Android,https://t.co/1qyuc8ZykJ,Trump_Videos Nigel_Farage realDonaldTrump,brexit MAGA,NA
realDonaldTrump,25073877,25-08-16,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",10022,33128,en,Twitter for Android,NA,CNN,NA,NA
realDonaldTrump,25073877,25-08-16,"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",10859,33031,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,25-08-16,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,7769,21377,en,Twitter for iPhone,NA,NA,CrookedHillary,NA
realDonaldTrump,25073877,25-08-16,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,9274,27270,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,25-08-16,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,9866,28037,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,25-08-16,"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!
https://t.co/FNbCMmwLTn",10417,22720,en,Twitter for iPhone,https://t.co/FNbCMmwLTn,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!",9146,26590,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. 
Full speech transcript: https://t.co/npswT6lbg3",5099,12556,en,Twitter for iPhone,https://t.co/npswT6lbg3,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"""@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X""",8215,16097,en,Twitter for Android,https://t.co/e0Hb2rLb1X,foxnation,NA,NA
realDonaldTrump,25073877,26-08-16,"""@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller""",8907,15948,en,Twitter for Android,https://t.co/HHlNGnlGMN,DonaldJTrumpJr,NA,NA
realDonaldTrump,25073877,26-08-16,"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFriday https://t.co/MJQp0rcnzH",16214,30733,en,Twitter for iPhone,NA,NA,FlashbackFriday,United States
realDonaldTrump,25073877,26-08-16,"""@Lewenskimo: Your opponent has run out of ideas, now resorts to personal attacks on you. Every Amercan knows, you represent HOPE!!""",5400,17103,en,Twitter for Android,NA,Lewenskimo,NA,NA
realDonaldTrump,25073877,26-08-16,"The Clinton's are the real predators...
https://t.co/Fr0gFtZVVz",6948,16737,en,Twitter for iPhone,https://t.co/Fr0gFtZVVz,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities",8817,27731,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!",10340,30168,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,26-08-16,Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,5586,14457,en,Twitter for Android,NA,pastormarkburns MSNBC morningmika Morning_Joe,NA,NA
realDonaldTrump,25073877,26-08-16,I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,8843,31043,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?",12730,27313,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"" #CrookedHillary https://t.co/D0MeBJXBwN",8107,15514,en,Twitter for iPhone,https://t.co/D0MeBJXBwN,NA,CrookedHillary,NA
realDonaldTrump,25073877,26-08-16,Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,7737,18279,en,Twitter for iPhone,https://t.co/g2N3JJWV8a,NA,NA,NA
realDonaldTrump,25073877,26-08-16,Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,8283,16284,en,Twitter for iPhone,https://t.co/CQTSo2ETJF,NA,NA,NA
realDonaldTrump,25073877,26-08-16,"I will be interviewed by @kimguilfoyle 
at 7pm on @FoxNews. #Enjoy!",2399,10253,en,Twitter for iPhone,NA,kimguilfoyle FoxNews,Enjoy,NA
realDonaldTrump,25073877,26-08-16,"Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!
#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9",4992,14054,en,Twitter for iPhone,https://t.co/lseAAqxjA9,TeamTrump,MakeAmericaGreatAgain,NA
realDonaldTrump,25073877,26-08-16,"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou",7270,22630,en,Twitter for iPhone,NA,NA,ImWithYou,NA
realDonaldTrump,25073877,26-08-16,Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,4674,12127,en,Twitter for iPhone,https://t.co/FccLQSCkDY,NA,AmericaFirst TrumpPence16,NA
realDonaldTrump,25073877,27-08-16,"New polls - join the MOVEMENT today.
https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T",11493,25896,en,Twitter for iPhone,https://t.co/3KWOl20zMm,NA,ImWithYou,Nevada
realDonaldTrump,25073877,27-08-16,Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!,11232,33630,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,27-08-16,"""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor.",8951,21507,en,Twitter for Android,NA,DiamondandSilk CNN,NA,NA
realDonaldTrump,25073877,27-08-16,"""@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump",4487,10226,en,Twitter for Android,https://t.co/m8952Ly3Jb,DailyCaller,BlackMenForBernie Hillary2016 BlacksForTrump,NA
realDonaldTrump,25073877,27-08-16,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,9101,26893,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,27-08-16,"My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers.",8862,30307,en,Twitter for iPad,NA,NA,NA,NA
realDonaldTrump,25073877,27-08-16,Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,4294,17154,en,Twitter for iPad,NA,joniernst,NA,Des Moines
realDonaldTrump,25073877,27-08-16,Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,5770,18661,en,Twitter for iPad,NA,NA,ImWithYou,Des Moines
realDonaldTrump,25073877,28-08-16,It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ,7084,20953,en,Twitter for iPhone,https://t.co/P4qVGGUYVZ,NA,NA,NA
realDonaldTrump,25073877,28-08-16,"NATIONAL DEBT 
January 2009 = $10.6 TRILLION
August 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ",12097,21810,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,28-08-16,"""@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary",4700,15606,en,Twitter for Android,NA,LindaHarden realDonaldTrump mike_pence,TrumpPence2016 NeverHillary,NA
realDonaldTrump,25073877,28-08-16,"Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq",4293,11982,en,Twitter for iPhone,https://t.co/ABQGySdcYt,NA,NA,NA
realDonaldTrump,25073877,28-08-16,Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,6112,20402,en,Twitter for iPhone,NA,NA,VoteTrump,NA
realDonaldTrump,25073877,28-08-16,RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,8727,0,en,Twitter for iPhone,NA,FoxNews realDonaldTrump HillaryClinton,NA,NA
realDonaldTrump,25073877,28-08-16,"Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity.",8447,28008,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,28-08-16,"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",19189,50853,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,28-08-16,"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue.",10306,32451,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,"Look how bad it is getting! How much more crime, how many more shootings, will it take for African-Americans and Latinos to vote Trump=SAFE!",6840,21697,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,6659,20416,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,"""@Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://t.co/wm7HV8WPGk via @gatewaypundit",6464,15447,en,Twitter for Android,https://t.co/wm7HV8WPGk,patrici gatewaypundit,NA,NA
realDonaldTrump,25073877,29-08-16,"""@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews""",6690,15715,en,Twitter for Android,https://t.co/fSBPxZU8Gu,rhondar CNN BreitbartNews,NA,NA
realDonaldTrump,25073877,29-08-16,"""@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room.",4182,13410,en,Twitter for Android,NA,PMNOrlando realDonaldTrump,NA,NA
realDonaldTrump,25073877,29-08-16,"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere",10532,29485,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",6975,21917,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!",8730,27098,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,29-08-16,#CrookedHillary https://t.co/vXhcC8PaPy,16063,29848,und,Twitter for iPhone,NA,NA,CrookedHillary,NA
realDonaldTrump,25073877,29-08-16,We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,10307,24298,en,Twitter for iPad,NA,NA,Obamacare,NA
realDonaldTrump,25073877,29-08-16,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,7608,19892,und,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain ImWithYou,NA
realDonaldTrump,25073877,30-08-16,"Join me this Wednesday in Phoenix, Arizona at 6pm! #ImWithYou
Tickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ",4612,12364,en,Twitter for iPhone,https://t.co/1jATILh2k7,NA,ImWithYou,NA
realDonaldTrump,25073877,30-08-16,"Join me this Thursday in Wilmington, Ohio at noon! #ImWithYou
Tickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe",4989,13765,en,Twitter for iPhone,https://t.co/66bfVtIwf1,NA,ImWithYou,United States
realDonaldTrump,25073877,30-08-16,"From day one I said that I was going to build a great wall on the SOUTHERN BORDER, and much more. Stop illegal immigration. Watch Wednesday!",10952,33019,en,Twitter for Android,NA,NA,NA,Beverly Hills
realDonaldTrump,25073877,30-08-16,"""@meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @realDonaldTrump  @mike_pence""",3239,11805,en,Twitter for Android,NA,meequalsfree realDonaldTrump mike_pence,NA,NA
realDonaldTrump,25073877,30-08-16,"Thank you America! #MAGA
https://t.co/FljBVvbwKr https://t.co/ePJW9jLckM",7774,21292,en,Twitter for iPhone,https://t.co/FljBVvbwKr,NA,MAGA,NA
realDonaldTrump,25073877,30-08-16,Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u,7450,22616,en,Twitter for iPhone,NA,NA,MAGA,NA
realDonaldTrump,25073877,31-08-16,"RT @DRUDGE_REPORT: REUTERS POLL:  CLINTON, TRUMP ALL TIED UP... https://t.co/htCXcTA5T7",3506,0,en,Twitter for iPad,https://t.co/htCXcTA5T7,DRUDGE_REPORT,NA,NA
realDonaldTrump,25073877,31-08-16,"RT @RSBNetwork: We are ALREADY LIVE in Everett, WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett 

https://t.co/R…",2212,0,en,Twitter for iPad,NA,RSBNetwork,TrumpinEverett,NA
realDonaldTrump,25073877,31-08-16,"I have accepted the invitation of President Enrique Pena Nieto, of Mexico, and look very much forward to meeting him tomorrow.",19810,54002,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,31-08-16,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4",9372,27108,en,Twitter for iPad,NA,NA,ImWithYou AmericaFirst,Washington
realDonaldTrump,25073877,31-08-16,"Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ""f bomb.""",10501,29508,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,01-09-16,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",20055,55663,en,Twitter for iPhone,NA,NA,NA,Phoenix
realDonaldTrump,25073877,01-09-16,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,9864,34462,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,01-09-16,"Just arrived in Arizona! #ImWithYou
https://t.co/MT3wW61YS5",3219,14414,en,Twitter for iPhone,https://t.co/MT3wW61YS5,NA,ImWithYou,NA
realDonaldTrump,25073877,01-09-16,"RT @AnnCoulter: I hear Churchill had a nice turn of phrase, but Trump's immigration speech is the most magnificent speech ever given.",8809,0,en,Twitter for iPhone,NA,AnnCoulter,NA,NA
realDonaldTrump,25073877,01-09-16,RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…,9154,0,en,Twitter for iPhone,NA,LouDobbs realDonaldTrump,NA,NA
realDonaldTrump,25073877,01-09-16,"There will be no amnesty!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/vVhzSdCblA",6304,17398,en,Twitter for iPhone,https://t.co/vVhzSdCblA,NA,MakeAmericaGreatAgain ImWithYou,NA
realDonaldTrump,25073877,01-09-16,"Mexico will pay for the wall - 100%!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/pSFuPZz0xP",10122,21123,en,Twitter for iPhone,https://t.co/pSFuPZz0xP,NA,MakeAmericaGreatAgain ImWithYou,NA
realDonaldTrump,25073877,01-09-16,"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
https://t.co/G1MuLrjhW9",6937,19922,en,Twitter for iPhone,https://t.co/G1MuLrjhW9,NA,AmericaFirst,NA
realDonaldTrump,25073877,01-09-16,"Under a Trump administration, it's called #AmericaFirst! #ImWithYou
https://t.co/QfHfCQg0Wa",8489,22616,en,Twitter for iPhone,https://t.co/QfHfCQg0Wa,NA,AmericaFirst ImWithYou,NA
realDonaldTrump,25073877,01-09-16,Mexico will pay for the wall!,36151,61593,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,01-09-16,Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!,6892,28113,en,Twitter for Android,NA,foxandfriends,NA,NA
realDonaldTrump,25073877,01-09-16,Poll numbers way up - making big progress!,9771,36711,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,01-09-16,Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB,6221,19765,en,Twitter for iPhone,NA,AmericanLegion,ALConvention2016,Ohio
realDonaldTrump,25073877,01-09-16,I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy,9542,28570,en,Twitter for iPhone,NA,NA,ImWithYou,Ohio
realDonaldTrump,25073877,01-09-16,I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!,3832,15245,en,Twitter for iPhone,NA,ericbolling oreillyfactor,NA,NA
realDonaldTrump,25073877,02-09-16,Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!,5769,20358,en,Twitter for Android,NA,morningmika Morning_Joe,NA,NA
realDonaldTrump,25073877,02-09-16,People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!,9164,27625,en,Twitter for Android,NA,NA,MAGA,NA
realDonaldTrump,25073877,02-09-16,"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!",7067,28575,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,02-09-16,"Great new poll Iowa - thank you!
#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN",10053,24674,en,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain ImWithYou,NA
realDonaldTrump,25073877,02-09-16,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt,9266,25233,und,Twitter for iPhone,NA,NA,AmericaFirst ImWithYou,NA
realDonaldTrump,25073877,03-09-16,#ImWithYou https://t.co/I8dHzezmY4,12297,28729,und,Twitter for iPad,NA,NA,ImWithYou,NA
realDonaldTrump,25073877,03-09-16,"Thank you Great Faith Ministries International, Bishop Wayne T. Jackson, and Detroit!
https://t.co/4Ucx678ZCC",10764,27760,en,Twitter for iPhone,https://t.co/4Ucx678ZCC,NA,NA,Detroit
realDonaldTrump,25073877,03-09-16,"I am returning to the Pensacola Bay Center in Florida- Friday, 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL",6223,18198,en,Twitter for iPhone,https://t.co/L8Ui56dcrJ,NA,NA,NA
realDonaldTrump,25073877,03-09-16,"Great visit to Detroit church, fantastic reception, and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!",11632,36656,en,Twitter for Android,NA,CNN,NA,NA
realDonaldTrump,25073877,03-09-16,".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.",13738,39277,en,Twitter for Android,NA,CNN,NA,NA
realDonaldTrump,25073877,04-09-16,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",9299,28594,en,Twitter for Android,NA,nytimes,NA,NA
realDonaldTrump,25073877,04-09-16,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,6729,21341,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,04-09-16,"""@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!""",5692,18265,en,Twitter for Android,NA,AnneBellar realDonaldTrump CNN,NA,NA
realDonaldTrump,25073877,04-09-16,RT @DanScavino: Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/…,13136,0,en,Twitter for iPhone,NA,DanScavino realDonaldTrump,NA,NA
realDonaldTrump,25073877,04-09-16,"The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration.",7054,21286,en,Twitter for Android,NA,JeffFlake,NA,NA
realDonaldTrump,25073877,04-09-16,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!",6000,20505,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,04-09-16,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,13734,34757,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,04-09-16,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T""",12283,35939,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,04-09-16,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",18993,47730,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,05-09-16,"""@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that.",4782,15633,en,Twitter for Android,NA,CherNuna realDonaldTrump,NA,NA
realDonaldTrump,25073877,05-09-16,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",5640,18137,en,Twitter for Android,NA,lblackvelvet realDonaldTrump,NA,NA
realDonaldTrump,25073877,05-09-16,"""@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real, she will lose big""",4362,15175,en,Twitter for Android,NA,RonnieClemmons ChrisCJackson TakouiS realDonaldTrump,NA,NA
realDonaldTrump,25073877,05-09-16,"""@tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @realDonaldTrump fan. Love it.""",4687,16995,en,Twitter for Android,NA,tweak626 realDonaldTrump,NA,NA
realDonaldTrump,25073877,05-09-16,"""@OSPREY675: @Miami4Trump I followed you because you are a patriot &amp; support @realDonaldTrump, as do I. #MAGA by sticking together.",3687,13580,en,Twitter for Android,NA,OSPREY675 Miami4Trump realDonaldTrump,MAGA,NA
realDonaldTrump,25073877,05-09-16,President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,9482,27964,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,05-09-16,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5,7602,18454,en,Twitter for iPhone,https://t.co/FAldS5zZi5,NA,NA,NA
realDonaldTrump,25073877,05-09-16,"#LaborDay #AmericaFirst
Video: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI",5792,15528,en,Twitter for iPhone,https://t.co/RNl7cfzkmN,NA,LaborDay AmericaFirst,NA
realDonaldTrump,25073877,05-09-16,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,5822,18551,en,Twitter for iPhone,NA,mike_pence,LaborDay MAGA,Brook Park
realDonaldTrump,25073877,05-09-16,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt",10073,25340,en,Twitter for iPhone,NA,NA,AmericaFirst,United States
realDonaldTrump,25073877,05-09-16,Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu,9287,25475,en,Twitter for iPhone,NA,NA,AmericaFirst,NA
realDonaldTrump,25073877,06-09-16,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!",6886,25770,en,Twitter for Android,NA,NA,NA,NA
